cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
911177,train,CWST,False,Dec 2016,382.0,71.0,33.0,104.0,183.0,504.0,516.0,-7.0,-373.0,565.0,632.0,79.0,82.0,5.0,656.0,138.0,62.0
911177,train,CWST,False,Dec 2017,405.0,72.0,-12.0,60.0,194.0,478.0,973.0,-22.0,-395.0,599.0,615.0,84.0,89.0,7.0,653.0,141.0,66.0
911177,train,CWST,False,Dec 2018,453.0,80.0,32.0,113.0,207.0,542.0,1223.0,6.0,-389.0,661.0,732.0,97.0,111.0,7.0,748.0,156.0,77.0
911177,train,CWST,False,Dec 2019,509.0,80.0,55.0,135.0,235.0,509.0,2200.0,32.0,-357.0,743.0,932.0,103.0,131.0,8.0,809.0,173.0,81.0
911177,train,CWST,False,Dec 2020,516.0,91.0,61.0,151.0,259.0,530.0,3165.0,91.0,-266.0,775.0,1194.0,247.0,131.0,8.0,832.0,193.0,74.0
77551,train,ABI,False,Jun 2004,836.0,83.0,280.0,363.0,952.0,0.0,0.0,237.0,1076.0,1787.0,2290.0,1391.0,547.0,117.0,767.0,671.0,378.0
77551,train,ABI,False,Jun 2005,836.0,83.0,280.0,363.0,952.0,0.0,0.0,237.0,1076.0,1787.0,2290.0,1391.0,547.0,117.0,767.0,671.0,378.0
77551,train,ABI,False,Jun 2006,866.0,77.0,297.0,374.0,1045.0,0.0,0.0,275.0,1076.0,1911.0,2246.0,1013.0,573.0,129.0,768.0,748.0,374.0
77551,train,ABI,False,Jun 2007,936.0,80.0,237.0,317.0,1157.0,0.0,0.0,179.0,1076.0,2093.0,2387.0,1234.0,588.0,132.0,796.0,920.0,447.0
77551,train,ABI,False,Jun 2008,999.0,90.0,440.0,529.0,1362.0,0.0,0.0,214.0,1076.0,2361.0,3061.0,1717.0,753.0,170.0,997.0,985.0,516.0
853816,train,LSTR,False,Dec 2016,2716.0,36.0,223.0,259.0,452.0,93.0,3569.0,137.0,1513.0,3168.0,1097.0,737.0,380.0,0.0,554.0,230.0,482.0
853816,train,LSTR,False,Dec 2017,3143.0,41.0,244.0,285.0,503.0,83.0,4371.0,177.0,1611.0,3646.0,1352.0,961.0,549.0,0.0,699.0,262.0,655.0
853816,train,LSTR,False,Dec 2018,3992.0,44.0,332.0,375.0,624.0,85.0,3838.0,255.0,1841.0,4615.0,1381.0,971.0,536.0,0.0,691.0,296.0,715.0
853816,train,LSTR,False,Dec 2019,3514.0,44.0,299.0,343.0,570.0,70.0,4495.0,228.0,1962.0,4085.0,1428.0,998.0,553.0,0.0,706.0,277.0,624.0
853816,train,LSTR,False,Dec 2020,3579.0,46.0,253.0,299.0,553.0,65.0,5169.0,192.0,2046.0,4133.0,1654.0,1208.0,806.0,0.0,962.0,286.0,899.0
1535527,test,CRWD,False,Jan 2017,34.0,3.0,-91.0,-88.0,19.0,16.0,13009.0,-91.0,-379.0,53.0,218.0,154.0,166.0,0.0,587.0,109.0,60.0
1535527,test,CRWD,False,Jan 2018,54.0,8.0,-133.0,-125.0,64.0,16.0,13009.0,-135.0,-379.0,119.0,218.0,154.0,166.0,0.0,587.0,196.0,60.0
1535527,test,CRWD,False,Jan 2019,87.0,15.0,-138.0,-123.0,163.0,738.0,13009.0,-140.0,-519.0,250.0,433.0,331.0,281.0,0.0,921.0,299.0,92.0
1535527,test,CRWD,False,Jan 2020,142.0,24.0,-139.0,-116.0,340.0,738.0,13009.0,-142.0,-637.0,481.0,1405.0,1172.0,493.0,0.0,662.0,486.0,165.0
1535527,test,CRWD,False,Jan 2021,230.0,40.0,-86.0,-46.0,645.0,738.0,48280.0,-93.0,-730.0,874.0,2733.0,2292.0,864.0,0.0,1861.0,737.0,239.0
1733186,test,VNE,False,Dec 2016,1795.0,106.0,-22.0,84.0,423.0,11.0,2051.0,-53.0,-181.0,2218.0,1739.0,649.0,576.0,164.0,650.0,449.0,445.0
1733186,test,VNE,False,Dec 2017,1856.0,119.0,-314.0,-195.0,466.0,62.0,2051.0,-217.0,-181.0,2322.0,1663.0,649.0,590.0,154.0,705.0,514.0,461.0
1733186,test,VNE,False,Dec 2018,1798.0,111.0,-252.0,-141.0,430.0,160.0,2051.0,-276.0,-181.0,2228.0,2632.0,1543.0,636.0,172.0,705.0,627.0,440.0
1733186,test,VNE,False,Dec 2019,1591.0,115.0,-509.0,-394.0,311.0,160.0,1734.0,-500.0,-681.0,1902.0,2743.0,1649.0,591.0,144.0,925.0,771.0,264.0
1733186,test,VNE,False,Dec 2020,1191.0,103.0,-492.0,-389.0,182.0,285.0,2364.0,-545.0,-1226.0,1373.0,2288.0,1244.0,587.0,134.0,1049.0,549.0,301.0
1455863,val,COLD,False,Dec 2016,1144.0,119.0,130.0,249.0,346.0,1652.0,3786.0,5.0,-532.0,1490.0,2328.0,304.0,197.0,13.0,2105.0,215.0,216.0
1455863,val,COLD,False,Dec 2017,1169.0,117.0,124.0,241.0,374.0,1741.0,3786.0,-1.0,-581.0,1544.0,2395.0,313.0,187.0,10.0,2209.0,216.0,215.0
1455863,val,COLD,False,Dec 2018,1198.0,118.0,138.0,255.0,406.0,1351.0,3786.0,48.0,-638.0,1604.0,2532.0,454.0,198.0,8.0,1826.0,228.0,220.0
1455863,val,COLD,False,Dec 2019,1305.0,163.0,137.0,301.0,478.0,1695.0,6725.0,48.0,-737.0,1784.0,4171.0,497.0,276.0,9.0,2338.0,293.0,235.0
1455863,val,COLD,False,Dec 2020,1436.0,216.0,109.0,325.0,551.0,2648.0,9396.0,25.0,-896.0,1988.0,7831.0,1014.0,414.0,22.0,4038.0,361.0,347.0
1012100,train,SEE,False,Dec 2016,2810.0,214.0,587.0,801.0,1401.0,3763.0,8772.0,486.0,1040.0,4211.0,7416.0,2215.0,2119.0,457.0,6806.0,769.0,545.0
1012100,train,SEE,False,Dec 2017,3050.0,149.0,578.0,727.0,1412.0,3231.0,8312.0,815.0,1735.0,4462.0,5280.0,1866.0,1378.0,507.0,5128.0,829.0,728.0
1012100,train,SEE,False,Dec 2018,3231.0,131.0,651.0,782.0,1502.0,3237.0,5423.0,193.0,1836.0,4733.0,5050.0,1555.0,1489.0,545.0,5399.0,798.0,613.0
1012100,train,SEE,False,Dec 2019,3226.0,151.0,554.0,705.0,1565.0,3670.0,6154.0,263.0,1999.0,4791.0,5765.0,1564.0,1436.0,570.0,5961.0,942.0,670.0
1012100,train,SEE,False,Dec 2020,3294.0,174.0,801.0,975.0,1609.0,3708.0,7092.0,503.0,2401.0,4903.0,6084.0,1882.0,1367.0,597.0,5911.0,811.0,682.0
1551182,test,ETN,False,Dec 2016,13396.0,929.0,2351.0,3280.0,6351.0,6711.0,30150.0,1916.0,7555.0,19747.0,30476.0,7033.0,5485.0,2346.0,15478.0,4051.0,3560.0
1551182,test,ETN,False,Dec 2017,13756.0,914.0,3614.0,4528.0,6648.0,7167.0,34756.0,2985.0,8669.0,20404.0,32623.0,8337.0,5075.0,2620.0,15333.0,4110.0,3943.0
1551182,test,ETN,False,Dec 2018,14511.0,903.0,2682.0,3585.0,7098.0,6768.0,29084.0,2145.0,8161.0,21609.0,31092.0,7590.0,5154.0,2785.0,14950.0,4132.0,3858.0
1551182,test,ETN,False,Dec 2019,14338.0,884.0,2790.0,3674.0,7052.0,7819.0,39148.0,2211.0,8170.0,21390.0,32805.0,8728.0,5132.0,2805.0,16672.0,4189.0,3437.0
1551182,test,ETN,False,Dec 2020,12408.0,811.0,1895.0,2706.0,5450.0,7010.0,47828.0,1410.0,6794.0,17858.0,31824.0,9178.0,5881.0,2109.0,16851.0,3626.0,2904.0
1016277,train,NAP,False,Dec 1999,0.0,22.0,62.0,84.0,427.0,0.0,0.0,43.0,183.0,427.0,477.0,297.0,113.0,0.0,116.0,365.0,129.0
1016277,train,NAP,False,Dec 2000,0.0,22.0,62.0,84.0,427.0,0.0,0.0,43.0,183.0,427.0,477.0,297.0,113.0,0.0,116.0,365.0,129.0
1016277,train,NAP,False,Dec 2001,0.0,20.0,82.0,103.0,473.0,0.0,0.0,53.0,207.0,473.0,478.0,275.0,76.0,0.0,77.0,391.0,164.0
1016277,train,NAP,False,Dec 2002,0.0,19.0,125.0,143.0,455.0,0.0,0.0,51.0,258.0,455.0,551.0,347.0,90.0,0.0,89.0,331.0,152.0
1016277,train,NAP,False,Dec 2003,0.0,21.0,126.0,147.0,480.0,0.0,0.0,49.0,307.0,480.0,622.0,393.0,95.0,0.0,95.0,354.0,136.0
72741,train,ES,False,Dec 2016,3843.0,787.0,1906.0,2693.0,3796.0,8829.0,17502.0,942.0,3175.0,7639.0,32053.0,2478.0,3639.0,329.0,21186.0,1955.0,1016.0
72741,train,ES,False,Dec 2017,3842.0,864.0,1996.0,2860.0,3910.0,11776.0,20021.0,988.0,3561.0,7752.0,36220.0,2487.0,3589.0,223.0,24979.0,2021.0,1126.0
72741,train,ES,False,Dec 2018,4474.0,1072.0,1828.0,2900.0,3974.0,12832.0,20610.0,1033.0,3954.0,8448.0,38241.0,2292.0,4113.0,238.0,26599.0,2274.0,1170.0
72741,train,ES,False,Dec 2019,4403.0,1081.0,1723.0,2804.0,4123.0,14311.0,28063.0,909.0,4177.0,8526.0,41124.0,2415.0,3606.0,236.0,28338.0,2293.0,1170.0
72741,train,ES,False,Dec 2020,4468.0,1159.0,2097.0,3256.0,4436.0,15623.0,29669.0,1205.0,4613.0,8904.0,46100.0,3130.0,4915.0,266.0,31880.0,2448.0,1429.0
1439095,train,MRC,False,Dec 2016,2573.0,69.0,-56.0,13.0,468.0,406.0,1922.0,-83.0,-574.0,3041.0,2164.0,1117.0,433.0,561.0,1046.0,524.0,399.0
1439095,train,MRC,False,Dec 2017,3064.0,67.0,38.0,105.0,582.0,522.0,1546.0,50.0,-548.0,3646.0,2340.0,1318.0,562.0,701.0,1226.0,536.0,522.0
1439095,train,MRC,False,Dec 2018,3483.0,68.0,133.0,201.0,689.0,680.0,1047.0,74.0,-498.0,4172.0,2434.0,1465.0,569.0,797.0,1387.0,562.0,587.0
1439095,train,MRC,False,Dec 2019,3009.0,63.0,106.0,169.0,653.0,547.0,1110.0,39.0,-483.0,3662.0,2325.0,1218.0,486.0,701.0,1328.0,550.0,459.0
1439095,train,MRC,False,Dec 2020,2129.0,46.0,-255.0,-209.0,431.0,379.0,544.0,-274.0,-781.0,2560.0,1781.0,966.0,399.0,509.0,1076.0,449.0,319.0
949870,train,SAM,False,Dec 2016,447.0,50.0,137.0,187.0,460.0,0.0,2101.0,87.0,98.0,906.0,616.0,194.0,102.0,52.0,169.0,322.0,43.0
949870,train,SAM,False,Dec 2017,413.0,51.0,118.0,169.0,450.0,0.0,2221.0,99.0,52.0,863.0,570.0,168.0,102.0,51.0,146.0,332.0,41.0
949870,train,SAM,False,Dec 2018,483.0,52.0,117.0,169.0,512.0,0.0,2769.0,93.0,56.0,996.0,640.0,232.0,121.0,70.0,180.0,396.0,42.0
949870,train,SAM,False,Dec 2019,636.0,56.0,146.0,202.0,614.0,0.0,4551.0,110.0,165.0,1250.0,1054.0,219.0,181.0,106.0,318.0,468.0,64.0
949870,train,SAM,False,Dec 2020,922.0,66.0,249.0,314.0,814.0,0.0,12113.0,192.0,357.0,1736.0,1379.0,413.0,259.0,131.0,422.0,566.0,89.0
1512499,val,LIND,False,Dec 2016,119.0,18.4,12.0,30.4,123.4,164.1,431.5,4.9,70.7,242.3,407.7,171.0,123.9,5.8,288.7,109.4,0.0
1512499,val,LIND,False,Dec 2017,135.5,17.4,12.2,29.6,131.0,164.2,438.5,-8.7,63.8,266.5,424.3,131.7,144.4,6.8,311.7,120.2,0.0
1512499,val,LIND,False,Dec 2018,153.7,20.8,23.0,43.8,156.0,188.1,611.7,11.4,75.2,309.7,473.4,150.2,159.4,6.8,350.9,130.7,0.0
1512499,val,LIND,False,Dec 2019,166.6,26.0,33.2,59.3,176.5,213.5,811.4,16.4,81.7,343.1,548.7,146.6,182.9,8.3,409.3,143.3,0.0
1512499,val,LIND,False,Dec 2020,72.9,32.1,-93.3,-61.2,9.4,471.4,852.9,-98.7,-11.6,82.4,757.4,229.2,155.8,7.6,631.2,97.8,0.0
878927,train,ODFL,False,Dec 2016,2247.0,190.0,482.0,672.0,745.0,105.0,7071.0,296.0,1707.0,2992.0,2696.0,383.0,289.0,0.0,845.0,261.0,334.0
878927,train,ODFL,False,Dec 2017,2483.0,206.0,578.0,784.0,875.0,45.0,10837.0,464.0,2130.0,3358.0,3068.0,585.0,351.0,0.0,792.0,299.0,416.0
878927,train,ODFL,False,Dec 2018,2899.0,230.0,816.0,1046.0,1144.0,45.0,10031.0,606.0,2530.0,4044.0,3545.0,706.0,357.0,0.0,865.0,327.0,468.0
878927,train,ODFL,False,Dec 2019,2939.0,254.0,824.0,1078.0,1170.0,45.0,15123.0,616.0,2850.0,4109.0,3996.0,867.0,366.0,0.0,915.0,352.0,408.0
878927,train,ODFL,False,Dec 2020,2787.0,261.0,904.0,1165.0,1229.0,100.0,22847.0,673.0,3088.0,4015.0,4369.0,1243.0,373.0,0.0,1043.0,322.0,454.0
899652,train,CIN,False,Dec 2001,281.0,414.0,804.0,1218.0,11960.0,4081.0,0.0,361.0,1403.0,11960.0,13307.0,2559.0,3016.0,319.0,9951.0,11156.0,1428.0
899652,train,CIN,False,Dec 2002,281.0,414.0,804.0,1218.0,11960.0,4081.0,0.0,361.0,1403.0,11960.0,13307.0,2559.0,3016.0,319.0,9951.0,11156.0,1428.0
899652,train,CIN,False,Dec 2003,281.0,419.0,850.0,1269.0,4416.0,4132.0,0.0,470.0,1551.0,4416.0,14119.0,2243.0,3121.0,322.0,10356.0,3607.0,1264.0
899652,train,CIN,False,Dec 2004,281.0,460.0,780.0,1240.0,4407.0,4228.0,0.0,401.0,1613.0,4688.0,14982.0,2441.0,3281.0,445.0,10804.0,3669.0,1276.0
899652,train,CIN,False,Dec 2005,443.0,510.0,869.0,1380.0,4967.0,4393.0,0.0,490.0,1722.0,5410.0,17154.0,3795.0,4644.0,589.0,12545.0,4180.0,1659.0
880266,train,AGCO,False,Dec 2016,5895.0,275.0,270.0,545.0,1516.0,1610.0,4598.0,160.0,4114.0,7411.0,7168.0,3166.0,2145.0,1515.0,4331.0,1213.0,890.0
880266,train,AGCO,False,Dec 2017,6541.0,280.0,338.0,618.0,1765.0,1618.0,5683.0,186.0,4254.0,8307.0,7972.0,3628.0,2651.0,1873.0,4876.0,1345.0,1019.0
880266,train,AGCO,False,Dec 2018,7355.0,290.0,422.0,712.0,1997.0,1275.0,4261.0,286.0,4477.0,9352.0,7626.0,3537.0,2767.0,1909.0,4633.0,1489.0,880.0
880266,train,AGCO,False,Dec 2019,7057.0,272.0,290.0,562.0,1984.0,1192.0,5830.0,125.0,4444.0,9041.0,7760.0,3729.0,2885.0,2079.0,4853.0,1445.0,801.0
880266,train,AGCO,False,Dec 2020,7092.0,272.0,587.0,859.0,2058.0,1257.0,7728.0,427.0,4759.0,9150.0,8504.0,4368.0,3363.0,1974.0,5486.0,1404.0,856.0
1098277,train,WBSN,False,Dec 2008,51.0,51.0,3.0,54.0,263.0,91.0,758.0,-11.0,28.0,314.0,702.0,225.0,306.0,0.0,539.0,260.0,94.0
1098277,train,WBSN,False,Dec 2009,51.0,51.0,3.0,54.0,263.0,91.0,758.0,-11.0,28.0,314.0,702.0,225.0,306.0,0.0,539.0,260.0,94.0
1098277,train,WBSN,False,Dec 2010,53.0,38.0,31.0,69.0,280.0,67.0,830.0,19.0,41.0,333.0,662.0,213.0,301.0,0.0,530.0,249.0,82.0
1098277,train,WBSN,False,Dec 2011,60.0,26.0,44.0,71.0,305.0,73.0,713.0,31.0,72.0,364.0,634.0,201.0,302.0,0.0,535.0,260.0,81.0
1098277,train,WBSN,False,Dec 2012,59.0,20.0,42.0,62.0,302.0,68.0,549.0,18.0,91.0,361.0,624.0,200.0,290.0,0.0,530.0,261.0,93.0
933405,train,ATAC,False,Dec 2005,393.0,14.0,33.0,47.0,105.0,18.0,0.0,8.0,86.0,498.0,346.0,156.0,67.0,57.0,113.0,71.0,79.0
933405,train,ATAC,False,Dec 2006,393.0,14.0,33.0,47.0,105.0,18.0,0.0,8.0,86.0,498.0,346.0,156.0,67.0,57.0,113.0,71.0,79.0
933405,train,ATAC,False,Dec 2007,400.0,16.0,64.0,80.0,131.0,18.0,0.0,40.0,125.0,531.0,389.0,190.0,73.0,66.0,109.0,68.0,73.0
933405,train,ATAC,False,Dec 2008,416.0,15.0,-24.0,-10.0,115.0,18.0,0.0,-25.0,100.0,531.0,282.0,169.0,60.0,63.0,78.0,140.0,75.0
933405,train,ATAC,False,Dec 2009,367.0,13.0,27.0,40.0,118.0,18.0,0.0,12.0,112.0,485.0,292.0,226.0,63.0,55.0,68.0,92.0,81.0
703361,train,IDTI,False,Mar 2014,211.9,45.7,112.3,158.0,272.9,272.2,1834.5,88.4,-713.9,484.8,831.0,585.4,76.7,49.6,97.1,241.9,69.1
703361,train,IDTI,False,Mar 2015,227.6,25.4,116.0,141.3,345.3,272.2,2971.2,93.9,-620.0,572.9,913.7,680.1,106.3,45.4,125.4,234.2,64.0
703361,train,IDTI,False,Mar 2016,275.7,33.7,135.6,169.3,421.7,272.2,2736.6,194.7,-425.3,697.4,1099.2,498.1,107.1,54.2,422.5,285.0,74.4
703361,train,IDTI,False,Mar 2017,307.6,44.5,100.6,145.1,420.6,285.5,3152.3,110.5,-289.0,728.2,1183.6,560.7,90.8,52.3,410.0,310.3,89.3
703361,train,IDTI,False,Mar 2018,360.5,75.2,104.7,179.9,482.3,490.6,3958.5,-12.1,-301.2,842.8,1310.5,549.1,113.6,68.7,665.2,371.4,108.8
29989,train,OMC,False,Dec 2016,12650.0,293.0,2096.0,2389.0,2767.0,4921.0,19975.0,1149.0,5677.0,15417.0,23165.0,12722.0,14011.0,1125.0,20506.0,737.0,7511.0
29989,train,OMC,False,Dec 2017,12468.0,282.0,2148.0,2430.0,2806.0,4913.0,16758.0,1088.0,6211.0,15274.0,24931.0,14116.0,15109.0,1111.0,21779.0,722.0,8084.0
29989,train,OMC,False,Dec 2018,12437.0,264.0,2193.0,2457.0,2853.0,4384.0,16398.0,1326.0,7016.0,15290.0,24617.0,13727.0,15270.0,1162.0,21510.0,719.0,7666.0
29989,train,OMC,False,Dec 2019,12194.0,232.0,2177.0,2409.0,2760.0,4532.0,17589.0,1339.0,7806.0,14954.0,26783.0,14585.0,15981.0,1258.0,23410.0,637.0,7829.0
29989,train,OMC,False,Dec 2020,10989.0,223.0,1626.0,1849.0,2182.0,5807.0,13410.0,951.0,8191.0,13171.0,27647.0,15590.0,15525.0,1101.0,24070.0,583.0,7813.0
826773,train,UNTKQ,False,Dec 2010,284.0,27.0,-3.0,24.0,61.0,96.0,149.0,-31.0,-125.0,346.0,296.0,98.0,71.0,10.0,184.0,63.0,67.0
826773,train,UNTKQ,False,Dec 2011,280.0,26.0,8.0,34.0,71.0,96.0,74.0,-9.0,-134.0,351.0,343.0,101.0,93.0,11.0,228.0,61.0,85.0
826773,train,UNTKQ,False,Dec 2012,357.0,29.0,-24.0,5.0,81.0,153.0,68.0,-78.0,-212.0,438.0,326.0,129.0,113.0,15.0,278.0,106.0,102.0
826773,train,UNTKQ,False,Jun 2008,284.0,27.0,-3.0,24.0,61.0,96.0,149.0,-31.0,-125.0,346.0,296.0,98.0,71.0,10.0,184.0,63.0,67.0
826773,train,UNTKQ,False,Jun 2009,284.0,27.0,-3.0,24.0,61.0,96.0,149.0,-31.0,-125.0,346.0,296.0,98.0,71.0,10.0,184.0,63.0,67.0
1035443,train,ARE,False,Dec 2016,278.0,313.0,57.0,371.0,643.0,4136.0,9742.0,-66.0,1.0,922.0,10355.0,202.0,703.0,0.0,4973.0,377.0,48.0
1035443,train,ARE,False,Dec 2017,326.0,417.0,323.0,740.0,802.0,4715.0,13031.0,169.0,1.0,1128.0,12104.0,348.0,741.0,0.0,5621.0,492.0,49.0
1035443,train,ARE,False,Dec 2018,381.0,478.0,560.0,1038.0,946.0,5270.0,12793.0,379.0,1.0,1327.0,14465.0,348.0,1061.0,0.0,6570.0,568.0,49.0
1035443,train,ARE,False,Dec 2019,445.0,545.0,578.0,1122.0,1086.0,6393.0,19519.0,363.0,1.0,1531.0,18391.0,336.0,1261.0,0.0,8224.0,653.0,51.0
1035443,train,ARE,False,Dec 2020,530.0,641.0,999.0,1697.0,1355.0,7463.0,24361.0,771.0,1.0,1886.0,22828.0,728.0,1146.0,0.0,9384.0,831.0,49.0
814580,train,MKTSQ,False,Mar 1999,549.0,3.0,25.0,28.0,79.0,0.0,0.0,17.0,71.0,628.0,276.0,254.0,180.0,131.0,180.0,54.0,79.0
814580,train,MKTSQ,False,Mar 2000,549.0,3.0,25.0,28.0,79.0,0.0,0.0,17.0,71.0,628.0,276.0,254.0,180.0,131.0,180.0,54.0,79.0
814580,train,MKTSQ,False,Mar 2001,614.0,4.0,31.0,35.0,100.0,0.0,0.0,21.0,91.0,714.0,301.0,269.0,193.0,120.0,193.0,68.0,106.0
814580,train,MKTSQ,False,Mar 2002,637.0,5.0,39.0,44.0,119.0,0.0,0.0,23.0,114.0,756.0,403.0,320.0,271.0,124.0,271.0,81.0,163.0
814580,train,MKTSQ,False,Mar 2003,765.0,8.0,18.0,26.0,147.0,0.0,0.0,11.0,124.0,912.0,446.0,357.0,304.0,173.0,304.0,129.0,161.0
4310,train,AZA,False,Dec 1996,460.0,29.0,-156.0,-127.0,5.0,903.0,0.0,-261.0,-76.0,464.0,1369.0,358.0,105.0,38.0,1068.0,209.0,119.0
4310,train,AZA,False,Dec 1997,460.0,29.0,-156.0,-127.0,5.0,903.0,0.0,-261.0,-76.0,464.0,1369.0,358.0,105.0,38.0,1068.0,209.0,119.0
4310,train,AZA,False,Dec 1998,117.0,32.0,229.0,261.0,468.0,923.0,0.0,112.0,36.0,585.0,1576.0,389.0,118.0,51.0,1121.0,263.0,142.0
4310,train,AZA,False,Dec 1999,158.0,42.0,191.0,232.0,638.0,939.0,0.0,91.0,-12.0,796.0,1853.0,433.0,135.0,69.0,1161.0,488.0,126.0
4310,train,AZA,False,Dec 2000,193.0,52.0,315.0,367.0,796.0,1073.0,0.0,223.0,211.0,989.0,2922.0,1275.0,151.0,65.0,1358.0,540.0,169.0
887568,train,ZOLL,False,Sep 2007,187.0,17.0,36.0,53.0,211.0,0.0,0.0,23.0,120.0,398.0,346.0,227.0,75.0,61.0,78.0,175.0,84.0
887568,train,ZOLL,False,Sep 2008,187.0,17.0,36.0,53.0,211.0,0.0,0.0,23.0,120.0,398.0,346.0,227.0,75.0,61.0,78.0,175.0,84.0
887568,train,ZOLL,False,Sep 2009,188.0,19.0,12.0,31.0,197.0,0.0,0.0,10.0,129.0,385.0,372.0,230.0,73.0,70.0,91.0,186.0,81.0
887568,train,ZOLL,False,Sep 2010,203.0,25.0,27.0,52.0,241.0,0.0,0.0,19.0,148.0,444.0,431.0,256.0,98.0,70.0,117.0,214.0,100.0
887568,train,ZOLL,False,Sep 2011,224.0,28.0,48.0,76.0,300.0,0.0,0.0,31.0,179.0,524.0,474.0,286.0,82.0,66.0,112.0,251.0,119.0
1070494,train,ACAD,False,Dec 2016,4.4,1.8,-272.8,-271.0,12.9,0.0,3500.2,-271.4,-934.0,17.3,561.2,547.9,42.6,4.2,42.7,285.7,7.1
1070494,train,ACAD,False,Dec 2017,13.1,2.7,-292.4,-289.7,111.8,0.0,3746.0,-289.4,-1223.7,124.9,384.5,373.5,49.0,5.2,49.2,404.3,18.4
1070494,train,ACAD,False,Dec 2018,18.3,3.0,-247.4,-244.4,205.5,0.0,2326.1,-245.2,-1468.9,223.8,540.2,526.1,59.6,4.1,61.1,452.9,27.8
1070494,train,ACAD,False,Dec 2019,19.6,2.8,-246.5,-243.8,319.5,0.0,6642.7,-235.3,-1704.1,339.1,783.2,760.3,74.8,6.3,84.0,566.0,37.9
1070494,train,ACAD,False,Dec 2020,20.6,2.9,-286.6,-283.7,421.2,0.0,8534.2,-281.6,-1985.7,441.8,782.6,717.6,106.0,9.7,155.6,707.8,50.3
1314655,train,GGL,False,Dec 2002,1375.0,33.0,176.0,209.0,420.0,835.0,0.0,64.0,55.0,1795.0,1624.0,604.0,247.0,346.0,1103.0,239.0,200.0
1314655,train,GGL,False,Dec 2003,1375.0,33.0,176.0,209.0,420.0,835.0,0.0,64.0,55.0,1795.0,1624.0,604.0,247.0,346.0,1103.0,239.0,200.0
1314655,train,GGL,False,Dec 2004,1375.0,33.0,176.0,209.0,420.0,835.0,0.0,64.0,55.0,1795.0,1624.0,604.0,247.0,346.0,1103.0,239.0,200.0
1314655,train,GGL,False,Dec 2005,1375.0,33.0,176.0,209.0,420.0,835.0,0.0,64.0,55.0,1795.0,1624.0,604.0,247.0,346.0,1103.0,239.0,200.0
1314655,train,GGL,False,Dec 2006,1375.0,33.0,176.0,209.0,420.0,835.0,0.0,64.0,55.0,1795.0,1624.0,604.0,247.0,346.0,1103.0,239.0,200.0
1434588,train,LOPE,False,Dec 2016,508.3,45.7,237.5,283.1,365.0,66.6,2779.8,148.5,650.9,873.3,1092.5,230.1,226.8,0.0,318.8,126.7,14.2
1434588,train,LOPE,False,Dec 2017,554.6,54.2,285.7,339.9,419.6,59.9,4308.6,203.3,854.2,974.1,1303.6,374.9,238.1,0.0,317.6,136.2,13.0
1434588,train,LOPE,False,Dec 2018,421.6,35.7,288.5,324.2,423.9,23.4,4634.0,229.0,1082.2,845.5,1324.0,309.5,80.5,0.0,110.4,147.4,51.5
1434588,train,LOPE,False,Dec 2019,314.1,26.9,328.8,355.7,464.5,107.8,4608.0,259.2,1341.3,778.6,1690.3,208.3,95.2,0.0,246.9,195.4,56.1
1434588,train,LOPE,False,Dec 2020,350.5,29.7,337.5,367.2,493.6,74.6,4343.5,257.2,1594.7,844.1,1844.6,333.7,118.7,0.0,270.3,216.1,68.5
1727263,test,FTDR,False,Dec 2016,526.0,14.0,196.0,210.0,494.0,10.0,2250.0,124.0,-336.0,1020.0,1276.0,594.0,641.0,0.0,716.0,300.0,372.0
1727263,test,FTDR,False,Dec 2017,590.0,17.0,221.0,238.0,567.0,977.0,2250.0,160.0,-336.0,1157.0,1416.0,741.0,705.0,0.0,755.0,329.0,406.0
1727263,test,FTDR,False,Dec 2018,686.0,21.0,189.0,210.0,572.0,977.0,2250.0,125.0,-336.0,1258.0,1041.0,330.0,345.0,0.0,1384.0,359.0,12.0
1727263,test,FTDR,False,Dec 2019,686.0,24.0,266.0,290.0,678.0,973.0,4045.0,153.0,-188.0,1364.0,1250.0,461.0,364.0,0.0,1429.0,416.0,11.0
1727263,test,FTDR,False,Dec 2020,759.0,34.0,207.0,241.0,716.0,968.0,4292.0,112.0,-75.0,1475.0,1405.0,626.0,403.0,0.0,1466.0,501.0,5.0
718789,train,SHFL,False,Oct 2008,74.0,24.0,25.0,48.0,106.0,93.0,419.0,15.0,26.0,179.0,285.0,93.0,33.0,28.0,129.0,81.0,36.0
718789,train,SHFL,False,Oct 2009,74.0,24.0,25.0,48.0,106.0,93.0,419.0,15.0,26.0,179.0,285.0,93.0,33.0,28.0,129.0,81.0,36.0
718789,train,SHFL,False,Oct 2010,77.0,23.0,35.0,58.0,124.0,66.0,505.0,23.0,49.0,201.0,304.0,107.0,49.0,27.0,118.0,89.0,41.0
718789,train,SHFL,False,Oct 2011,85.0,25.0,46.0,71.0,143.0,39.0,575.0,32.0,81.0,228.0,313.0,104.0,37.0,24.0,79.0,96.0,40.0
